SN,identifier,group_name,fiscal_year_id,date,district_id,rural_municipality_id,ward_no,component_id,sub_component_id,group_type_id,,,,,,,,
1390,D-7-S-2803,Shankhadevi Pashupala Krishak Samuha,2077/078,2077-05-06,31, ,Benighat Rorang,9,Component A,Livestock,,,,,,,,0
1391,D-7-S-2804,Shivam Pashupalan Krishak Samuha,2077/078,2077-06-10,31, ,Benighat Rorang,10,Component A,Livestock,,,,,,,,0
1392,D-7-S-2805,Siddha janjagriti krishak samuha,2077/078,2077-04-03,31, ,Benighat Rorang,4,Component A,Livestock,,,,,,,,0
1393,D-7-S-2806,Sirjansil Pashupabchi Palan Krishak Samuha,2077/078,2077-06-10,31, ,Benighat Rorang,3,Component A,Livestock,,,,,,,,0
1394,D-7-S-2807,Suryamukhi Pashupalan Krishak Samuha,2077/078,2077-05-06,31, ,Benighat Rorang,8,Component A,Livestock,,,,,,,,0
1395,D-7-S-2808,Thani Pashupalan Krishak Samuha,2077/078,2077-06-10,31, ,Benighat Rorang,10,Component A,Livestock,,,,,,,,0
1396,D-7-T-2809,Bageshwori Pashupalan Krishak Samuha (ka),2077/078,2077-06-10,31,Gajuri,5,Component A,Livestock,Promotion Program (Goat),,,,,,,,
1397,D-7-T-2810,Bageshwori Pashupalan Krishak Samuha (kha),2077/078,2077-06-10,31,Gajuri,5,Component A,Livestock,Promotion Program (Goat),,,,,,,,
1398,D-7-T-2811,Bhadaure Pashupalan Krishak Samuha,2077/078,2077-07-10,31,Gajuri,7,Component A,Livestock,Promotion Program (Goat),,,,,,,,
1399,D-7-T-2812,Bhasmekhola Pashupalan Samuha,2077/078,2077-07-10,31,Gajuri,6,Component A,Livestock,Promotion Program (Goat),,,,,,,,
1400,D-7-T-2813,Bhumekali Pashupalan Krishak Samuha,2077/078,2077-05-06,31,Gajuri,2,Component A,Livestock,Promotion Program (Dairy),,,,,,,,
1401,D-7-T-2814,Chakradevi Pashupalan Krishak Samuha Kha,2077/078,2077-06-10,31,Gajuri,3,Component A,Livestock,Promotion Program (Goat),,,,,,,,
1402,D-7-T-2815,Chandeshwori Pashupalan Krishak Samuha,2077/078,2077-05-06,31,Gajuri,7,Component A,Livestock,Promotion Program (Dairy),,,,,,,,
1403,D-7-T-2816,Dandagaun Krishak Samuha Pashupalan,2077/078,2077-07-10,31,Gajuri,7,Component A,Livestock,Promotion Program (Goat),,,,,,,,
1404,D-7-T-2818,Gumbigau Thansing Kharka Pashupalan Krishak Samuha,2077/078,2077-06-10,31,Gajuri,4,Component A,Livestock,Promotion Program (Goat),,,,,,,,
1405,D-7-T-2819,Gyamitole Pashupalan Samuha,2077/078,2077-07-10,31,Gajuri,6,Component A,Livestock,Promotion Program (Goat),,,,,,,,
1406,D-7-T-2820,Kalika Pashupalan Krishak Samuha,2077/078,2077-05-06,31,Gajuri,1,Component A,Livestock,Promotion Program (Goat),,,,,,,,
1407,D-7-T-2821,Lamase Pashupalan Krishak Samuha,2077/078,2077-06-10,31,Gajuri,4,Component A,Livestock,Promotion Program (Goat),,,,,,,,
1408,D-7-T-2822,Nawajyoti Pashupalan Krishak Samuha,2077/078,2077-05-06,31,Gajuri,3,Component A,Livestock,Promotion Program (Goat),,,,,,,,
1409,D-7-T-2823,Panchakanya Pashupalan Krishak Samuha,2077/078,2077-05-06,31,Gajuri,1,Component A,Livestock,Promotion Program (Goat),,,,,,,,
1410,D-7-T-2824,Patalini Pashupalan Samuha,2077/078,2077-06-10,31,Gajuri,1,Component A,Livestock,Promotion Program (Goat),,,,,,,,
1411,D-7-T-2826,Ranakalika Pashupalan Dairy Samuha,2077/078,2077-05-06,31,Gajuri,6,Component A,Livestock,FFS (Dairy),,,,,,,,
1412,D-7-T-2828,Safal Pashupalan Krishak Samuha,2077/078,2077-06-10,31,Gajuri,5,Component A,Livestock,FFS (Goat),,,,,,,,
1413,D-7-T-2831,Tirasi Pashupalan Krishak Samuha,2077/078,2077-07-10,31,Gajuri,3,Component A,Livestock,Promotion Program (Poultry),,,,,,,,
1414,D-7-T-2832,Ujyalo Pashupalan Krishak Samuha,2077/078,2077-07-10,31,Gajuri,1,Component A,Livestock,FFS (Poultry),,,,,,,,
1415,D-7-T-2833,Wapchuli Pashupalan Krishak Samuha,2077/078,2077-07-10,31,Gajuri,4,Component A,Livestock,Promotion Program (Poultry),,,,,,,,
1416,D-8-X-2834,Dadathok Nutrition Group,2077/078,2077-05-08,45,Barpak Sulikot,6,Component C,Nutrition,Home Nutrition Garden (Nutrition),,,,,,,,
1417,D-8-W-2835,Milijuli Nutrition Group Ratmate,2077/078,21/6/2077,45,Gandaki,7,Component C,Nutrition,Home Nutrition Garden (Nutrition),,,,,,,,
1418,D-8-W-2836,Kulchaap Nutrition Group,2077/078,2077-09-08,45,Gandaki,6,Component C,Nutrition,Home Nutrition Garden (Nutrition),,,,,,,,
1419,D-8-W-2838,Maidan Nutrition Group,2077/078,2077-12-09,45,Gandaki,3,Component C,Nutrition,Home Nutrition Garden (Nutrition),,,,,,,,
1420,D-7-T-2839,Raktakali Nutrition Group,2077/078,2077-02-06,31,Gajuri,7,Component C,Nutrition,Home Nutrition Garden (Nutrition),,,,,,,,
1421,D-7-S-2840,Rorang Nutrition Group,2077/078,1900-01-19,31, ,Benighat Rorang,3,Component C,Nutrition,,,,,,,,0
1422,D-7-S-2841,Bageshwari Nutrition Group,2077/078,1900-01-13,31, ,Benighat Rorang,3,Component C,Nutrition,,,,,,,,0
1423,D-7-S-2842,Kalyani  Nutrition Group,2077/078,1901-05-24,31, ,Benighat Rorang,10,Component C,Nutrition,,,,,,,,0
1424,D-8-W-2844,Baltar Krishak Samuha,2077/078,2078-03-14,45,Gandaki,7,Component A,Livestock,Promotion Program (Goat),,,,,,,,
1425,D-8-W-2845,Brindaban Krishak Samuha,2077/078,2078-03-18,45,Gandaki,8,Component A,Livestock,Promotion Program (Goat),,,,,,,,
1426,D-8-X-2847,Sthul Khola Krishak Samuha,2077/078,2077-03-07,45,Barpak Sulikot,3,Component A,Livestock,Promotion Program (Goat),,,,,,,,
1427,D-8-W-2848,Aarubot Poultry Group,2077/078,2077-06-10,45,Gandaki,4,Component A,Livestock,Promotion Program (Poultry),,,,,,,,
1428,D-8-X-2849,Gairichhap Kukhura Palan Krisak Samuha,2077/078,2077-06-10,45,Barpak Sulikot,7,Component A,Livestock,Promotion Program (Poultry),,,,,,,,
1429,D-7-T-2850,Gaurishankar Krishi Tatha Pashupanchhi Palan Samuha,2077/078,2077-05-06,31,Gajuri,8,Component A,Livestock,Promotion Program (Dairy),,,,,,,,
1430,B-4-G-2851,Ram Janaki Vegetable Production Group,2077/078,2077-05-28,19,Pipara,2,Component A,Crop,Others,,,,,,,,
1431,B-4-G-2852,Jyoti Annbali crop production group,2077/078,2077-12-12,19,Pipara,5,Component A,Crop,Others,,,,,,,,
1432,B-4-G-2856,Saraswoti vegetable Production Group,2077/078,2077-10-14,19,Pipara,1,Component A,Crop,Others,,,,,,,,
1433,B-4-G-2857,Ram Janaki Crop Production Group (B),2077/078,2077-04-21,19,Pipara,3,Component A,Crop,Others,,,,,,,,
1434,B-4-G-2858,Hira Annbali crop productionn group,2077/078,2077-12-26,19,Pipara,5,Component A,Crop,Others,,,,,,,,
1435,B-4-G-2861,Bhairab Vegetable Production Farmer Group (A),2077/078,2078-03-01,19,Pipara,7,Component A,Crop,Others,,,,,,,,
1436,B-4-H-2862,Shanti Crop Production Group,2077/078,2077-05-26,19,Ekdara,6,Component A,Crop,Others,,,,,,,,
1437,B-4-H-2863,Aaliya Crop Production Farmer Group,2077/078,2078-03-18,19,Ekdara,5,Component A,Crop,Others,,,,,,,,
1438,B-4-G-2865,Bishal Vegetable Production  Group,2077/078,2078-03-15,19,Pipara,1,Component A,Crop,Others,,,,,,,,
1439,B-4-G-2866,Chand Vegetable Production  Group,2077/078,2078-02-17,19,Pipara,1,Component A,Crop,Others,,,,,,,,
1440,B-4-H-2867,Ganesh Crop Production Farmer Group (A),2077/078,2078-03-09,19,Ekdara,2,Component A,Crop,Others,,,,,,,,
1441,B-4-G-2868,Janta Vegetable Production  Group,2077/078,2078-02-25,19,Pipara,1,Component A,Crop,Others,,,,,,,,
1442,B-4-H-2871,Rupali Crop Production Farmer Group,2077/078,2078-03-05,19,Ekdara,3,Component A,Crop,Others,,,,,,,,
1443,B-4-G-2872,Sagar Vegetable Production Group,2077/078,2078-03-04,19,Pipara,1,Component A,Crop,Others,,,,,,,,
1444,B-4-H-2873,Tara Crop Production Farmer Group,2077/078,2078-03-04,19,Ekdara,3,Component A,Crop,Others,,,,,,,,
1445,B-4-G-2874,Ujjwalo Vegetable Production  Group,2077/078,2078-03-10,19,Pipara,2,Component A,Crop,Others,,,,,,,,
1446,B-4-H-2875,Arati Crop Production Farmer Group,2077/078,2077-12-31,19,Ekdara,2,Component A,Crop,Others,,,,,,,,
1447,B-4-H-2876,Champa Crop Production Farmer Group,2077/078,1900-01-01,19,Ekdara,5,Component A,Crop,Others,,,,,,,,
1448,A-2-D-2877,Dihabar Baba Bali Utpadan Krishak Pathshala Samuha,2077/078,2077-06-06,21,Bariyarpatti,4,Component A,Crop,FFS (Crop),,,,,,,,
1449,B-4-G-2878,Parbati Vegetable Production Group,2077/078,2078-03-16,19,Pipara,6,Component A,Crop,Others,,,,,,,,
1450,B-4-G-2880,Priya Vegetable Production Group,2077/078,2078-03-05,19,Pipara,3,Component A,Crop,Others,,,,,,,,
1451,B-4-H-2881,Saraswoti Vegetable Production Group (A),2077/078,2077-11-09,19,Ekdara,4,Component A,Crop,Others,,,,,,,,
1452,B-4-G-2882,Nandani Vegetable Production Group,2077/078,2077-10-13,19,Pipara,6,Component A,Crop,Others,,,,,,,,
1453,B-4-H-2883,Tiliya Vegetable Production Group (A),2077/078,2077-12-30,19,Ekdara,3,Component A,Crop,Others,,,,,,,,
1454,D-7-T-2884,Ratnamala Pashupalan Krishak Samuha,2077/078,2077-07-10,31,Gajuri,3,Component A,Livestock,Promotion Program (Poultry),,,,,,,,
1455,B-3-E-2885,Laxmi Nutrition mother group,2077/078,2077-11-05,20,Dhanauji ,1,Component C,Nutrition,Home Nutrition Garden (Nutrition),,,,,,,,
1456,B-3-E-2887,Maa Durga Nutrition Mothers group,2077/078,2077-04-25,20,Dhanauji ,5,Component C,Nutrition,Home Nutrition Garden (Nutrition),,,,,,,,
1457,B-3-E-2888,Parwati Nutrition Mother GroupDhanauji -A,2077/078,1900-01-19,20,Dhanauji ,5,Component C,Nutrition,Home Nutrition Garden (Nutrition),,,,,,,,
1458,B-3-F-2893,Sansaari mai Nutrition Mother Group =A,2077/078,2078-12-01,20,Mukhiyapatti Musaharmiya,2,Component C,Nutrition,Home Nutrition Garden (Nutrition),,,,,,,,
1459,B-3-F-2894,Parwati Nutrition  Group Mukhiyapatti Musharniya palika,2077/078,2077-12-12,20,Mukhiyapatti Musaharmiya,1,Component C,Nutrition,Home Nutrition Garden (Nutrition),,,,,,,,
1460,D-7-T-2895,Newarbas Nutrition Group,2077/078,1900-01-14,31,Gajuri,4,Component C,Nutrition,Home Nutrition Garden (Nutrition),,,,,,,,
1461,D-8-X-2896,Phoolbari Nutrition Group,2077/078,19/6/2077,45,Barpak Sulikot,4,Component C,Nutrition,Home Nutrition Garden (Nutrition),,,,,,,,
1462,D-8-W-2897,Srijansil Nutrition Group,2077/078,2077-04-06,45,Gandaki,2,Component C,Nutrition,Home Nutrition Garden (Nutrition),,,,,,,,
1463,B-4-G-2898,Sita Vegetable  Production Group,2077/078,2077-06-22,19,Pipara,1,Component A,Crop,Others,,,,,,,,
1464,B-4-H-2899,Ma Durga Seed Production Group,2077/078,2077-04-08,19,Ekdara,6,Component A,Crop,Seed Producers,,,,,,,,
1465,A-1-A-2900,Chhinnamasta Bali Utpadan Krishak Samuha,2077/078,2077-12-18,22,Rajgadh,3,Component A,Crop,FFS (Crop),,,,,,,,
1466,A-1-A-2901,Shree Baba Bishwakarma Dairy Prabandhan Samuha,2077/078,2077-06-29,22,Rajgadh,3,Component A,Livestock,Promotion Program (Dairy),,,,,,,,
1467,A-1-B-2902,Shree Saraswati Bakhra Prabandhan Samuha,2077/078,2077-06-21,22,166,1,Component A,Livestock,Promotion Program (Goat),,,,,,,,
1468,A-1-A-2903,Shree Sanyasi Baba Bakhra Prabandhan Samuha,2077/078,2077-05-22,22,Rajgadh,3,Component A,Livestock,Promotion Program (Goat),,,,,,,,
1469,A-1-A-2904,Shree Naath Baba Bakhara Prabardhan Samuha,2077/078,2077-05-26,22,Rajgadh,2,Component A,Livestock,Promotion Program (Goat),,,,,,,,
1470,A-2-C-2905,Maa Saraswati Bakhara Palasn Krishak Samuha,2077/078,2077-12-25,21,164,5,Component A,Livestock,Promotion Program (Goat),,,,,,,,
1471,A-2-C-2906,Dinabhadri Kukhurapalan Krishak Samuha,2077/078,2077-06-22,21,164,5,Component A,Livestock,Promotion Program (Poultry),,,,,,,,
1472,A-2-D-2907,Kachnari Kusaur Pashupalan Samuha,2077/078,2077-04-23,21,Bariyarpatti,1,Component A,Livestock,Promotion Program (Poultry),,,,,,,,
1473,A-1-A-2908,Ishlam Kukhura Prabardhan Samuha,2077/078,2077-05-22,22,Rajgadh,2,Component A,Livestock,Promotion Program (Poultry),,,,,,,,
1474,A-1-A-2909,Mansaram Lalaji Kukhura Prabandhan Samuha,2077/078,2077-05-22,22,Rajgadh,4,Component A,Livestock,Others,,,,,,,,
1475,A-2-C-2910,Chandrawati Pashupalan Krishak Samuha,2077/078,2077-04-02,21,164,3,Component A,Livestock,Promotion Program (Dairy),,,,,,,,
1476,D-8-W-2911,Pragatishil Krishak Samuha Pashupalan,2077/078,2077-06-10,45,Gandaki,7,Component A,Livestock,Promotion Program (Dairy),,,,,,,,
1477,A-2-C-2912,Ma Laxmi Biu Utpadan Krishak Samuha,2077/078,2077-11-06,21,164,3,Component A,Crop,Seed Producers,,,,,,,,
1478,A-2-C-2913,Dihabaar Pashupalan Krishak Samuha,2077/078,2077-06-05,21,164,4,Component A,Livestock,Promotion Program (Dairy),,,,,,,,
1479,D-8-W-2914,Satyadevi Pasupalan Kirsak samuha,2077/078,2077-06-10,45,Gandaki,3,Component A,Livestock,Promotion Program (Goat),,,,,,,,
1480,D-8-X-2915,Saraswoti Livestock Krishak Samuha,2077/078,2077-06-10,45,Barpak Sulikot,6,Component A,Livestock,Promotion Program (Goat),,,,,,,,
1481,A-1-A-2916,Shree Bajarangbali Bakhra Prabandhan Samuha Rajgadh,2077/078,2077-05-21,22,Rajgadh,4,Component A,Livestock,Promotion Program (Goat),,,,,,,,
1482,A-2-D-2917,Salhesh Pasupalan Krishak Samuha,2077/078,2077-12-05,21,Bariyarpatti,5,Component A,Livestock,Promotion Program (Goat),,,,,,,,
1483,A-2-C-2918,Shankar Pashupalan Krishak Samuha,2077/078,2077-04-14,21,164,2,Component A,Livestock,Promotion Program (Dairy),,,,,,,,
1484,A-1-B-2919,Shree Radha Krishna Seed Productio Group,2077/078,2077-02-10,22,166,1,Component A,Crop,Seed Producers,,,,,,,,
1485,D-8-X-2920,Laliguras Krishak Samuha (B),2077/078,2078-03-10,45,Barpak Sulikot,3,Component A,Crop,FFS (Crop),,,,,,,,
1486,A-1-A-2922,Ma Bhagwati Biu Utpadan Samuha,2077/078,2077-06-20,22,Rajgadh,6,Component A,Crop,Seed Producers,,,,,,,,
1487,A-1-A-2923,Shree Bajarangbali Kukhura Prabandhan Samuha Rajgadh,2077/078,2077-05-26,22,Rajgadh,3,Component A,Livestock,Promotion Program (Poultry),,,,,,,,
1488,C-5-P-2924,Pashupatiiiiiiii Krishi Utpadak Krishak Samuha,2077/078,2077-06-23,25,Tamakoshi,6,Component A,Crop,Others,,,,,,,,
1489,C-6-Q-2925,Bhasingtar Krishi Utpadak Krishak Samuha,2077/078,2077-06-16,28,Indrawati,5,Component A,Crop,Others,,,,,,,,
1490,A-2-C-2927,Gyan Jyoti Gharayasi Poshan Bagaicha Samuha (Aama Samuha),2077/078,2077-02-05,21,164,2,Component C,Nutrition,Home Nutrition Garden (Nutrition),,,,,,,,
1491,A-1-A-2928,Shree Ram Bali Utpadan Krishak Pathshala Samuha,2077/078,2077-10-21,22,Rajgadh,6,Component A,Crop,FFS (Crop),,,,,,,,
1492,C-6-R-2932,Bargang Kampache Bakhra Palan Samuha,2077/078,2077-06-28,28,Lisankhu Pakhar,7,Component A,Livestock,Promotion Program (Goat),,,,,,,,
1493,D-8-W-2933,Laligurnas Mahila Krishak Samuha,2077/078,2078-03-19,45,Gandaki,1,Component A,Livestock,Promotion Program (Poultry),,,,,,,,
1494,D-7-S-2934,Laligurans Nutrition Group,2077/078,2077-06-06,31, ,Benighat Rorang,7,Component C,Nutrition,,,,,,,,0
1495,B-4-G-2939,Puja Nutrition Mother Group AA,2077/078,2077-12-31,19,Pipara,5,Component C,Nutrition,Home Nutrition Garden (Nutrition),,,,,,,,
1496,A-2-C-2940,Radha Krishna Bali Utpadan Krishak Samuha,2077/078,2077-12-23,21,164,4,Component A,Crop,Others,,,,,,,,
1497,A-2-C-2941,Maa Bhagwati Bali Utpadan Krishak Pathshala Samuha,2077/078,2077-06-07,21,164,2,Component A,Crop,FFS (Crop),,,,,,,,
1498,A-2-C-2942,Chandrawati Bali Utpadan Krishak Pathshala Samuha,2077/078,2077-06-27,21,164,4,Component A,Crop,FFS (Crop),,,,,,,,
1499,A-2-C-2943,Sita Mai Bali Utpadan Krishak Pathshala Samuha,2077/078,2077-06-16,21,164,5,Component A,Crop,FFS (Crop),,,,,,,,
1500,A-2-C-2944,Sahaja Mai Krishak Samuha,2077/078,2077-04-07,21,164,4,Component A,Crop,Others,,,,,,,,
1501,A-2-D-2945,Indra Biu Utpadan Krishak Samuha,2077/078,2077-04-06,21,Bariyarpatti,3,Component A,Crop,Seed Producers,,,,,,,,
1502,A-2-D-2946,Baba Biswakarma Bali Utpadan Krishak Pathshala Samuha,2077/078,2077-06-02,21,Bariyarpatti,3,Component A,Crop,FFS (Crop),,,,,,,,
1503,C-6-R-2947,Kalidebi Bakhrapalan Krishak Samuha,2077/078,2077-06-18,28,Lisankhu Pakhar,2,Component A,Livestock,Promotion Program (Goat),,,,,,,,
1504,A-2-D-2948,Girdhari Gharayasi Poshan Bagaicha Samuha (Aama Samuha),2077/078,1900-01-26,21,Bariyarpatti,5,Component C,Nutrition,Home Nutrition Garden (Nutrition),,,,,,,,
1505,A-1-A-2949,Shree Shree 108 Dihbar Baba Bali Utpadan Krishak Pathshala Samuha,2077/078,2077-05-26,22,Rajgadh,3,Component A,Crop,FFS (Crop),,,,,,,,
1506,A-1-A-2950,Ramjan Bali Krishak Samuha,2077/078,2077-12-21,22,Rajgadh,6,Component A,Crop,Others,,,,,,,,
1507,A-1-B-2951,Dharmaraj Baba bali Utpadan Krishak Samuha,2077/078,2077-11-06,22,166,6,Component A,Crop,Others,,,,,,,,
1508,A-1-B-2952,Ma Sharde Bali Utpadan Krishak Pathshala Samuha,2077/078,2077-08-06,22,166,6,Component A,Crop,FFS (Crop),,,,,,,,
1509,A-1-B-2953,Ma Kali Bandi Bali Utpadan Krishak Samuha,2077/078,2078-01-03,22,166,6,Component A,Crop,Others,,,,,,,,
1510,A-1-B-2954,Krishna Suwaran Bali Utpadan Krishak Pathshala Samuha,2077/078,2077-05-30,22,166,6,Component A,Crop,FFS (Crop),,,,,,,,
1511,D-8-X-2955,Jaubari Pasupalak samuha,2077/078,2077-06-08,45,Barpak Sulikot,4,Component A,Livestock,Promotion Program (Poultry),,,,,,,,
1512,D-7-T-2956,Pindeshwari Pashupalan Krishak Samuha,2077/078,2077-06-10,31,Gajuri,5,Component A,Livestock,Promotion Program (Goat),,,,,,,,
1513,D-7-T-2957,Santaneshwar Pashupalan Krishak Samuha,2077/078,2077-07-10,31,Gajuri,6,Component A,Livestock,Promotion Program (Goat),,,,,,,,
1514,D-7-T-2958,Siddeshwari Pashupalan Krishak Samuha,2077/078,2077-06-10,31,Gajuri,5,Component A,Livestock,Promotion Program (Goat),,,,,,,,
1515,A-1-B-2965,Ma Chhinnamasta Bhagwati Bali Utpadan Krishak Samuha,2077/078,2077-12-15,22,166,6,Component A,Crop,Others,,,,,,,,
1516,A-1-B-2967,Shree shiva baba   gharayasi poshan bagaicha samuh,2077/078,2077-09-06,22,166,6,Component C,Nutrition,Home Nutrition Garden (Nutrition),,,,,,,,
1517,A-1-B-2968,shree radha krishna gharayasi poshan bagaicha samuh,2077/078,1900-01-22,22,166,7,Component C,Nutrition,Home Nutrition Garden (Nutrition),,,,,,,,
1518,A-1-B-2969,Shree bajrangbali gharayasi poshan bagaicha samuh,2077/078,1900-01-20,22,166,7,Component C,Nutrition,Home Nutrition Garden (Nutrition),,,,,,,,
1519,A-1-B-2970,Shree Hanuman baba gharayasi poshan bagaicha samuh,2077/078,1900-01-25,22,166,4,Component C,Nutrition,Home Nutrition Garden (Nutrition),,,,,,,,
1520,A-1-B-2971,Laxmi Narayan Krishak Samuha,2077/078,2077-06-19,22,166,4,Component A,Crop,Others,,,,,,,,
1521,A-1-B-2972,Radhakrishna krishak Samuha,2077/078,2077-10-01,22,166,1,Component A,Crop,Others,,,,,,,,
1522,A-1-A-2976,Shree Ma Sarswati Bali Utpadan Krishak Samuha,2077/078,2077-08-26,22,Rajgadh,3,Component A,Crop,Others,,,,,,,,
1523,A-1-A-2977,Bahuudehsya Kukhura Palan Krishak Samuha,2077/078,1900-01-19,22,Rajgadh,6,Component A,Livestock,FFS (Poultry),,,,,,,,
1524,B-3-E-2978,"Maa Santoshi Nutrition Mother Group,Dhanauji-2 Gaurdaha A",2077/078,2077-09-24,20,Dhanauji ,2,Component C,Nutrition,Home Nutrition Garden (Nutrition),,,,,,,,
1525,A-2-C-2982,Ma Bhagwati Pashupalan Krishak Samuha 164,2077/078,2077-06-13,21,164,2,Component A,Livestock,Others,,,,,,,,
1526,B-4-G-2984,Shree Shiva Crop Production Group,2077/078,2077-06-09,19,Pipara,1,Component A,Crop,Others,,,,,,,,
1527,B-3-F-2993,Mithila Farmer Group  (A),2077/078,2077-10-05,20,Mukhiyapatti Musaharmiya,4,Component A,Crop,Others,,,,,,,,
1528,B-3-F-2994,Shree Ma Janaki Farmer Group,2077/078,2077-10-05,20,Mukhiyapatti Musaharmiya,5,Component A,Crop,Others,,,,,,,,
1529,D-8-W-2995,Rani Swanra Kukhurapalan Krishak Samuha,2077/078,2077-06-10,45,Gandaki,5,Component A,Livestock,FFS (Poultry),,,,,,,,
1530,A-1-A-2998,Aaysha Krishak Samuha,2078/079,2078-08-20,22,Rajgadh,6,Component A,Crop,Others,,,,,,,,
1531,A-1-A-3000,Janakalyan Krishak Samuha,2078/079,2078-07-26,22,Rajgadh,6,Component A,Crop,Others,,,,,,,,
1532,A-1-A-3001,Ma Jalpa Krishak Samuha,2078/079,2078-08-13,22,Rajgadh,6,Component A,Crop,Others,,,,,,,,
1533,A-2-C-3003,Gangotri Krishak Samuha,2078/079,2078-08-29,21,164,1,Component A,Crop,Others,,,,,,,,
1534,D-8-W-3004,Aakala Devi Krishak Samuha,2078/079,2078-07-15,45,Gandaki,6,Component A,Livestock,Promotion Program (Goat),,,,,,,,
1535,D-8-W-3005,Daandagaun Krishak Samuha,2078/079,2078-07-23,45,Gandaki,3,Component A,Livestock,Promotion Program (Poultry),,,,,,,,
1536,D-8-W-3008,Bajare Krishak Samuha,2078/079,2078-07-17,45,Gandaki,1,Component A,Livestock,Promotion Program (Poultry),,,,,,,,
1537,D-8-W-3009,Kuwa pani Krishak Samuha,2078/079,2078-07-16,45,Gandaki,2,Component A,Livestock,Promotion Program (Goat),,,,,,,,
1538,D-8-W-3010,Laligurash Krishak Samuha,2078/079,2078-07-27,45,Gandaki,5,Component A,Livestock,Promotion Program (Poultry),,,,,,,,
1539,D-8-W-3011,Mahadevsethan Krishak Samuha,2078/079,2078-07-18,45,Gandaki,7,Component A,Livestock,Promotion Program (Dairy),,,,,,,,
1540,D-8-W-3012,Namuna Kishak Samuha,2078/079,2078-07-10,45,Gandaki,2,Component A,Livestock,FFS (Goat),,,,,,,,
1541,D-8-W-3013,New Batuki Krishak Samuha,2078/079,2078-07-14,45,Gandaki,3,Component A,Livestock,FFS (Goat),,,,,,,,
1542,D-8-W-3014,PanchaKanya Krishak Samuha,2078/079,2078-07-10,45,Gandaki,6,Component A,Livestock,Promotion Program (Goat),,,,,,,,
1543,D-8-W-3016,Raithok Magar Krishak Samuha,2078/079,2078-07-27,45,Gandaki,5,Component A,Livestock,FFS (Poultry),,,,,,,,
1544,D-8-W-3017,Sagarmathaa Krishak Samuha,2078/079,2078-07-27,45,Gandaki,5,Component A,Livestock,Promotion Program (Poultry),,,,,,,,
1545,D-7-T-3020,Aadhamara Krishak Samuha,2078/079,2078-05-10,31,Gajuri,1,Component A,Crop,Others,,,,,,,,
1546,D-7-T-3021,Ranaswor Krishak Samuha,2078/079,2078-05-12,31,Gajuri,2,Component A,Crop,Others,,,,,,,,
1547,D-7-T-3022,Purakshing Krishak Samuha,2078/079,2078-05-11,31,Gajuri,3,Component A,Crop,Others,,,,,,,,
1548,D-7-T-3023,Banchhetar Krishak Samuha,2078/079,2078-07-13,31,Gajuri,6,Component A,Crop,Others,,,,,,,,
1549,D-7-T-3024,Jarekhet Krishak Samuha,2078/079,2078-07-17,31,Gajuri,6,Component A,Crop,Others,,,,,,,,
1550,D-7-T-3025,Jamuntar Krishak Samuha,2078/079,2078-07-16,31,Gajuri,7,Component A,Crop,Others,,,,,,,,
1551,D-7-T-3026,Deurali Krishak Samuha ©,2078/079,2078-05-11,31,Gajuri,5,Component A,Crop,Others,,,,,,,,
1552,D-7-T-3027,Milanjoti Krishak Samuha,2078/079,2078-05-12,31,Gajuri,6,Component A,Crop,Others,,,,,,,,
1553,D-7-S-3032,Valayotar Gaurishankar krishak samuha,2078/079,2078-06-01,31, ,Benighat Rorang,2,Component A,Livestock,,,,,,,,0
1554,D-7-T-3042,Fulbari krishak samuha,2078/079,2078-07-17,31,Gajuri,2,Component A,Livestock,Promotion Program (Goat),,,,,,,,
1555,D-7-T-3043,Bajhagara krishak samuha,2078/079,2078-05-15,31,Gajuri,2,Component A,Livestock,Promotion Program (Dairy),,,,,,,,
1556,D-7-T-3044,Bimere krishak samuha,2078/079,2078-05-15,31,Gajuri,2,Component A,Livestock,FFS (Poultry),,,,,,,,
1557,D-7-T-3045,Gupteswari  krishak samuha,2078/079,2078-05-15,31,Gajuri,2,Component A,Livestock,FFS (Goat),,,,,,,,
1558,D-7-T-3046,Barpipal  krishak samuha,2078/079,2078-07-21,31,Gajuri,2,Component A,Livestock,Promotion Program (Goat),,,,,,,,
1559,D-7-T-3047,Gaukhola  krishak samuha (No Go),2078/079,2078-07-22,31,Gajuri,4,Component A,Livestock,Promotion Program (Goat),,,,,,,,
1560,D-7-T-3048,Manakamanaa krishak samuha,2078/079,2078-07-22,31,Gajuri,4,Component A,Livestock,Promotion Program (Poultry),,,,,,,,
1561,D-7-T-3049,Mulakharka pasupalan krishak samuha,2078/079,2078-07-16,31,Gajuri,5,Component A,Livestock,Promotion Program (Goat),,,,,,,,
1562,D-7-T-3050,sajha pasupalan Krishak Samuha,2078/079,2078-05-14,31,Gajuri,5,Component A,Livestock,Promotion Program (Goat),,,,,,,,
1563,D-7-T-3051,Milijuli Pasupalan Kriskhak Samuha,2078/079,2078-06-12,31,Gajuri,6,Component A,Livestock,FFS (Goat),,,,,,,,
1564,D-7-T-3052,Hatemalo Pasupalan Krishak Samuha,2078/079,2078-06-16,31,Gajuri,6,Component A,Livestock,Promotion Program (Poultry),,,,,,,,
